Experiment,Dice_Mean,Dice_Std,Dice_Scores,Precision_Mean,Precision_Scores,Recall_Mean,Recall_Scores,Convergence_Epochs_Mean
No Augmentation Baseline,0.5808901601403507,0.056646806707350165,"[np.float64(0.5352327310703182), np.float64(0.6528915674329646), np.float64(0.4972614002998844), np.float64(0.6011373888204607), np.float64(0.6179277130781256)]",0.6694132908637856,"[np.float64(0.6129087545381559), np.float64(0.7071439586916431), np.float64(0.6260471849202113), np.float64(0.6497510201916784), np.float64(0.7512155359772397)]",0.6983802480416896,"[np.float64(0.6969333657824471), np.float64(0.7567252163044202), np.float64(0.6116735693711857), np.float64(0.7508827476525252), np.float64(0.67568634109787)]",41.0
