Experiment,F1_Mean,F1_Std,AUC_Mean
Baseline (ConvNeXt + CE),0.7148717108114764,0.005279630669078397,0.879862296912316
+ ROI Cropping,0.7253552283319202,0.02379015615955283,0.8847884551401142
