Experiment,Dice_Mean,Dice_Std,Dice_Scores,Precision_Mean,Precision_Scores,Recall_Mean,Recall_Scores,Convergence_Epochs_Mean
MIT-B3 Adam Simple 0.3 BCE,0.7406478517418164,0.02329910230180754,"[np.float64(0.7266584781730313), np.float64(0.7197328016497125), np.float64(0.718876784541885), np.float64(0.7682562317059253), np.float64(0.7697149626385273)]",0.7109341586459643,"[np.float64(0.7030282425489461), np.float64(0.6650290938207468), np.float64(0.7028410158291829), np.float64(0.7440561100147295), np.float64(0.7397163310162163)]",0.8847909896751871,"[np.float64(0.8729665818042911), np.float64(0.9183863230893454), np.float64(0.860715678884552), np.float64(0.8780331745836703), np.float64(0.8938531900140766)]",40.0
