train_loss,val_loss,val_f1,lr,is_swa
0.4751360378866121,0.3866232463426018,0.5679258255760263,0.001,False
0.4297795357666616,0.44389721356355805,0.5027603974972396,0.001,False
0.40477824727381306,0.3536473456711423,0.5680323886639677,0.001,False
0.3915028745264519,0.33047257909075317,0.5982638498528177,0.001,False
0.37556331324295733,0.32745045935882,0.6235111452177321,0.001,False
0.3618879381948569,0.31552187036076557,0.6719588598798297,0.001,False
0.3528808875229415,0.3568023553688067,0.6130422150312543,0.001,False
0.3404796065073314,0.3182967380864387,0.5974346237053423,0.001,False
0.34487744717616736,0.36706765672949965,0.5855482212746072,0.001,False
0.3331765445550596,0.3093972303302318,0.6838483993656408,0.001,False
0.32692269752696745,0.30719638801523563,0.6539638520625001,0.001,False
0.3171371033635196,0.3088640236069539,0.6534680017408754,0.001,False
0.3059741268594434,0.3357966782551623,0.5829328596353248,0.001,False
0.3030522617650783,0.3044307215245035,0.6316139833977409,0.001,False
0.2915041328884485,0.28718423064025445,0.6578240777975414,0.0005,False
0.28316909656749933,0.28971451408544124,0.6864580875335923,0.0005,False
0.2876691481201198,0.2943257520941882,0.6706217319120545,0.0005,False
0.27993034576102505,0.29405094671418613,0.6947466947466947,0.0005,False
0.2737148138921796,0.2857564031895638,0.6978706314777016,0.0005,False
0.2792924917750354,0.2990813882726212,0.675557264373054,0.0005,False
0.2625813356835366,0.28589504293778656,0.6797737542466727,0.0005,False
0.26057703345720695,0.32111978405012015,0.653083911176861,0.0005,False
0.2513645675385327,0.29929296938033717,0.6710657596371883,0.0005,False
0.2518906387346467,0.3006205340782739,0.6729579412396732,0.00025,False
0.2378815030547108,0.2988365051325202,0.690505960303322,0.00025,False
0.23845005710985087,0.2877729428386351,0.6944388002876359,0.00025,False
0.234113276172356,0.31440738112039934,0.6833406122064928,0.00025,False
0.25013705610231624,0.2874305976390595,0.6957126129612163,0.000125,False
0.23343507014801654,0.2868663570311138,0.6841527483729318,0.000125,False
0.23928673559081132,0.2896518541921565,0.6802511359908535,0.000125,False
0.22694358451101254,0.29177070655110837,0.6906377101511424,0.000125,False
0.22628972516615148,0.29687926009971627,0.6914292014945048,6.25e-05,False
0.22384584261852455,0.3020211746256978,0.6899937309523366,6.25e-05,False
0.21889900099082785,0.29851278261122166,0.6967331566217362,6.25e-05,True
0.22433820176634967,0.30271811117396075,0.7066994283093354,6.219410322684471e-05,True
0.23556523638095442,0.30019944317621244,0.7022698734666282,6.130635621484343e-05,True
0.2586114342419768,0.3019227515524165,0.7058585417156378,5.992365782682797e-05,True
0.28064001731163873,0.29348264030571614,0.7156194268176351,5.8181356214843434e-05,True
0.28529926393269084,0.3171035152292966,0.6653839886089045,5.625000000000001e-05,True
0.3390406119072531,0.3102107823647159,0.6867736236451321,5.431864378515659e-05,True
0.3107695588563371,0.32259592628370887,0.6528591234473587,5.2576342173172046e-05,True
0.31524679667397043,0.30918049363401784,0.6889691837352245,5.119364378515658e-05,True
0.30962229847438694,0.30804531428704407,0.6242618537345686,5.0305896773155294e-05,True
0.3458891707494503,0.34911679204153806,0.6476601663213037,5e-05,True
0.324911846707421,0.347781077036456,0.6004558659731073,5e-05,True
