train_loss,val_loss,val_f1,lr
1.134734604959413,0.9939058097755119,0.4814187077226524,0.001
1.1639573592839279,1.2863060065812493,0.16823899371069184,0.001
1.2256788737191928,1.0925316603777913,0.17746913580246915,0.001
1.2035475108567186,1.1358397729013245,0.17746913580246915,0.001
1.2207897077395222,1.1076729878642206,0.16823899371069184,0.001
1.1676448517896998,1.2996660142854937,0.16823899371069184,0.0005
1.1421061902534304,1.1037371105952218,0.3492877492877493,0.0005
1.116512052374562,1.0444515512944772,0.39264326170248215,0.0005
1.1143433591512244,1.072540118491236,0.2743582119139657,0.0005
1.052853467614632,0.9801946167690144,0.4934578929795512,0.00025
1.0188097879642577,0.9293358788505338,0.538906084051981,0.00025
0.9987362458011296,0.9308176405422319,0.5364805062339489,0.00025
0.9682726620689152,0.9570248221937414,0.49189685443555414,0.00025
0.997932563804266,0.9089876298648701,0.5567642986473533,0.00025
0.9473876313900385,0.9537675175757062,0.4813241319708436,0.00025
0.9785643586962242,0.8878400350218691,0.5674913031740019,0.00025
0.9752584478986545,0.9452548557275477,0.5456724895337024,0.00025
0.9320423415326696,0.8885465424143554,0.5517693048711274,0.00025
0.9322061673862727,0.9462428714386673,0.5164977698910103,0.00025
0.9149060380740428,0.8833440577946251,0.5755501924304399,0.00025
0.9214367436611747,0.9188235960548232,0.5221885521885522,0.00025
0.9038462828463457,0.8812833629572053,0.5739522425378122,0.00025
0.8871216790882621,0.9378241660655109,0.5287528344671202,0.00025
0.8929945605007682,0.8602936414514054,0.5735541786636008,0.00025
0.8949301738907972,0.8444590008221214,0.5845530131244416,0.000125
0.8773493756459454,0.8406793178067975,0.5695489254395286,0.000125
0.8566953138572964,0.8280027200370933,0.6120638124087795,0.000125
0.8371269711359279,0.8370861946972387,0.6088653379666623,0.000125
0.8634727284664244,0.8500564500736514,0.5904530621174681,0.000125
0.8574167928357762,0.8313376918576117,0.6086688137412775,0.000125
0.8322574922418969,0.8503094451848641,0.6029496034542293,0.000125
0.8568537326309624,0.8267944310365791,0.6106143546645874,6.25e-05
0.8829548418991209,0.827074324200958,0.5910686185054416,6.25e-05
0.8353459514970855,0.8165166319732786,0.6156447662399703,6.25e-05
0.8328409390186701,0.8127731241826379,0.6068877868429939,6.25e-05
0.828055023630773,0.8253865928303932,0.6230183569434241,6.25e-05
0.8293505474338382,0.8285500260557662,0.6151478212696005,6.25e-05
0.8285619469608848,0.8455943831886027,0.5909062883447537,6.25e-05
0.8242288784248623,0.8254832847261279,0.6054816620641261,6.25e-05
0.8260316613621599,0.8197705301012527,0.6241756387023415,6.25e-05
0.8280911137269238,0.8397165368596086,0.5866915530634157,6.25e-05
0.807111617570787,0.8488085376163387,0.5650120636227459,6.25e-05
0.811197486308616,0.8470706035286094,0.6149873722842776,6.25e-05
0.8320607049728003,0.8212926294713366,0.6097486087123393,6.25e-05
0.8144093633636715,0.8085121330026572,0.6249955902568836,3.125e-05
0.7909829984499713,0.8246097068305271,0.5893073217184578,3.125e-05
0.8057206209250323,0.8078892164237867,0.6223489510590041,3.125e-05
0.8190064201204795,0.7988090046948815,0.6163655185394316,3.125e-05
0.8091755689129116,0.834017689483775,0.6066909185377262,3.125e-05
0.8022487417450102,0.8026452606972836,0.6160954301075269,1.5625e-05
0.8121646776912719,0.8184755379657264,0.6098923964092503,1.5625e-05
0.7925462241247883,0.8100078563772918,0.625871155285345,1.5625e-05
0.8219356553291711,0.8062599259032059,0.6023024115597134,1.5625e-05
0.8165387983866564,0.8200034233109809,0.5960944876252355,1.5625e-05
0.8115974797507909,0.8066676291945605,0.6278594260301578,1.5625e-05
0.825793323085064,0.8173213185572098,0.6254166069808528,1.5625e-05
0.800364089669205,0.8080772350451172,0.6218471810908892,1.5625e-05
0.8011088520053803,0.7866541299534144,0.6413561503583443,1.5625e-05
0.7886820528450913,0.7948489458026946,0.6322914803328704,1.5625e-05
0.8100834137811436,0.8042197314910708,0.6221685424298139,1.5625e-05
0.7944974436065343,0.8172891241518857,0.6161710283796854,1.5625e-05
0.8299098485567439,0.8005028210039771,0.6042737815937037,1.5625e-05
0.8029691438505969,0.817452604368282,0.6087069796826515,7.8125e-06
0.7961641895020102,0.8125853091948416,0.6167833874837587,7.8125e-06
0.7800317567164504,0.8002599581182943,0.6183860899558079,7.8125e-06
0.802229971209849,0.7940962060768898,0.6239179863928759,7.8125e-06
0.8078888764531593,0.8097683192239575,0.6307099919665365,3.90625e-06
0.7980475922738474,0.8122024861419991,0.6231783009687638,3.90625e-06
0.790704000512446,0.7979678253082071,0.6244450745192153,3.90625e-06
0.8161102504711452,0.8127591293128883,0.6029326616557524,3.90625e-06
