train_loss,val_loss,val_f1,lr,is_swa
0.5561516129541656,0.3869158800427369,0.36593527679420185,0.001,False
0.4832082522391333,0.36066369049427077,0.4436662439750448,0.001,False
0.42313538142881585,0.31965134888300745,0.46715276217262397,0.001,False
0.3801027128060737,0.3319061709435906,0.43041130393662974,0.001,False
0.35575161402803623,0.26815748983246135,0.6144154370610805,0.001,False
0.31772829967511,0.25261400610677837,0.6957087142476617,0.001,False
0.3541642880281126,0.2746225690806475,0.7196545069691688,0.001,False
0.3072058285998264,0.24718528179319824,0.7609213057110615,0.001,False
0.29342558885983727,0.22703757192792856,0.7340846098120241,0.001,False
0.26327314617423486,0.2276846245517881,0.6725846085979893,0.001,False
0.2558287612620159,0.2256942794724243,0.6961114158465631,0.001,False
0.24799763490232474,0.22369076144390218,0.8069585383032138,0.001,False
0.23251210243435197,0.21235226206188126,0.7272548032405369,0.001,False
0.2233823866033977,0.21271714521205332,0.7539555684401936,0.001,False
0.22166401370368372,0.2201589403718006,0.7790021509278372,0.001,False
0.21040927338564908,0.19679592560800746,0.7070828127743186,0.001,False
0.17842682851262726,0.20911080554479688,0.7855187975397606,0.0005,False
0.1606213338618034,0.2249997026162354,0.7879519597821768,0.0005,False
0.1557712759721626,0.2133582024211724,0.7788892210761761,0.0005,False
0.15040525390104215,0.24947889916980126,0.7800943691514163,0.0005,False
0.12792012231317043,0.22848768165613723,0.7605076803976694,0.00025,False
0.13354636164370165,0.24176102363335805,0.7706342042470892,0.00025,False
0.12637220541939706,0.23327985691918632,0.7674613766362731,0.00025,False
0.13081421831805404,0.23981086364177268,0.7698431296262299,0.00025,False
0.13184275552483543,0.22144802665616584,0.7809473894379555,0.000125,False
0.11539646082761078,0.2214959815408536,0.77315420492338,0.000125,False
0.1198515510429826,0.24346227700433393,0.7799016320143081,0.000125,False
0.11869345719665803,0.22169497433140523,0.7881204835314186,0.000125,False
0.11494419731460456,0.22997717993465935,0.7891376033981667,6.25e-05,False
0.1140134680470908,0.22611648472040657,0.7870682340021963,6.25e-05,False
0.10692059929850302,0.2361814149134741,0.7970975912478448,6.25e-05,False
0.10564177675001019,0.22866388196198958,0.7779721000041491,6.25e-05,False
0.10822013579400788,0.22977647769052212,0.7780564916021784,3.125e-05,False
0.11709084352060689,0.23481675211017525,0.7867325656799341,3.125e-05,True
0.11130978560149522,0.23711610249588339,0.7763988719177398,3.170884515973294e-05,True
0.1140575990293812,0.2479803676856315,0.7701791117789906,3.304046567773487e-05,True
0.14709308911656557,0.2412285390566653,0.7088252275134798,3.511451325975806e-05,True
0.205857302270143,0.24230859780640113,0.7505445047454443,3.7727965677734866e-05,True
0.2071376146575158,0.33216530067010186,0.6168751943986712,4.0625e-05,True
0.21523438341926623,0.3134210679650776,0.7150024391159143,4.352203432226514e-05,True
0.2442230789046854,0.236052622534628,0.7478920558733498,4.6135486740241934e-05,True
0.24607105983513924,0.36728307067995936,0.7835831469269783,4.8209534322265136e-05,True
0.21627163292519738,0.28186396413343395,0.7679135282989673,4.9541154840267065e-05,True
0.21511981129910687,0.28661582554419207,0.732697123131013,5e-05,True
0.20113733288923352,0.22739584189582998,0.7445488746204737,5e-05,True
