train_loss,val_loss,val_dice,val_precision,val_recall,lr
0.5248309889962558,0.3751912468202029,0.5413123188287357,0.5315905708560577,0.8009727566160187,0.0001
0.4542680826263758,0.349684804895386,0.546584393038783,0.557342965432455,0.7759685774754284,0.0001
0.4213725171145167,0.32891598686931983,0.5887606525857578,0.5672846473039272,0.8276551063296684,0.0001
0.38219197925147963,0.30372479955172715,0.6070382412263982,0.5581481378350489,0.8673699622474575,0.0001
0.3425443386117961,0.27953621617309504,0.6485290892756992,0.6445627111497034,0.8286012055573503,0.0001
0.3113522675666585,0.2768475881226443,0.5866581591836803,0.5514586159536933,0.8419678504674498,0.0001
0.29033013890935994,0.24643570333308376,0.653918410809002,0.663198477061821,0.8120022218665145,0.0001
0.2591017441195522,0.2342531466176083,0.6617647624488459,0.7272654450730919,0.7596211822924804,0.0001
0.25128187500723215,0.2357498482160736,0.6489997909684787,0.622309310889331,0.8637220680428858,0.0001
0.2261610252711328,0.20101253290468937,0.6922677345118614,0.7373785942427816,0.7713953777850104,0.0001
0.2219337031189974,0.21216935276478419,0.6781100392358158,0.7022758439827026,0.8051984329620809,0.0001
0.20884542344011395,0.21496368667450838,0.7196388559874516,0.7711946565690826,0.8009013130889496,0.0001
0.19557740961573328,0.19213044854661668,0.7075790647334049,0.7253149815062203,0.8139776089975702,0.0001
0.18586485575981282,0.21543343016288846,0.6482860860783787,0.6585309792757944,0.8097344193199986,0.0001
0.17171663701607948,0.19385217166843685,0.7079724404121787,0.7986582447083169,0.7692684516562505,0.0001
0.18410123081599236,0.18740934856727592,0.7271396025409717,0.8053513390612239,0.7762615999305499,0.0001
0.16950550338320147,0.1978696572032812,0.6924047176380281,0.7018607863072532,0.8033951328051684,0.0001
0.16042031064095397,0.20304328191217363,0.6645531367028958,0.7238894426342775,0.7564709387340547,0.0001
0.1691174814650243,0.209500060115682,0.6801693931598538,0.7388737952445328,0.7672660381817519,0.0001
0.15420867508215133,0.19023653240305946,0.7154409112471075,0.7843803115264975,0.7617752681529398,0.0001
0.12815567955135268,0.17853993817397562,0.734356402380502,0.8193860048616851,0.7672386791294036,5e-05
0.12637309784389691,0.17781951043828167,0.7417405066351139,0.818090416360737,0.7746189647666404,5e-05
0.11907219354463891,0.17449423319654545,0.7300801300491633,0.8092772715334668,0.7732079055344492,5e-05
0.11474601278825212,0.1779518441850602,0.7258227883449685,0.8000457107915934,0.7694179221567835,5e-05
0.11175566510158062,0.17591945780204188,0.7333072863098811,0.8294531160081152,0.7665420062861935,5e-05
0.10977083667468082,0.17922347852962628,0.7278411815081905,0.8596666453349531,0.7359141715066331,5e-05
0.10374567697310477,0.18353957964062206,0.7344980036408495,0.8351298141734534,0.7586175761653154,5e-05
0.09991844162363352,0.1728737482600749,0.7388365408342858,0.8199597616107273,0.7710412823258654,2.5e-05
0.09551196966241994,0.1754100328938255,0.7486144670768281,0.8102472347698146,0.7798860274530593,2.5e-05
0.09132840873947544,0.1779902291835327,0.7378633391740582,0.8369261963341682,0.7549215812134574,2.5e-05
0.09795022170129607,0.17865632329372383,0.7330649533354908,0.812214739638877,0.7648564087877233,2.5e-05
0.09753648667367192,0.17689419856714206,0.7330494844503153,0.8302674960507779,0.7587064360033404,2.5e-05
0.0873975078028492,0.1746022044269648,0.7339890159308334,0.8140781294973184,0.7682766691853953,1.25e-05
0.08782131271839731,0.1769460026854542,0.7371679300208597,0.8030189920942556,0.7776663979311642,1.25e-05
0.08622490058852214,0.1786843629964686,0.7418837594587971,0.8361729181960478,0.7546321291842162,1.25e-05
0.08486777659141825,0.17647521112029663,0.7293667070448133,0.8118618827577841,0.7637828544987368,1.25e-05
