train_loss,val_loss,val_dice,val_precision,val_recall,lr
0.65607503590684,0.5877241618358172,0.13846418501017513,0.08231012711968637,0.977903844687739,1e-05
0.6156280764248522,0.5520490459524668,0.15463075862535638,0.09401970187077062,0.9590633993078335,1e-05
0.5930426335894723,0.537314354800261,0.1832190215923626,0.11563731556920692,0.9469743221264167,1e-05
0.5793989977082157,0.5265020412894396,0.2382504193371128,0.15981705191569348,0.9239796839764552,1e-05
0.5692812538854272,0.5216565862871133,0.2933135135515545,0.20644498473351267,0.9367653066154771,1e-05
0.5613234733474269,0.5158104853561292,0.34587152382620046,0.25330469755551827,0.9334998625913277,1e-05
0.5533871708900584,0.5051215813280299,0.39375891262239515,0.3017030631242573,0.9208073545157854,1e-05
0.5462814185984792,0.5027884598821402,0.3826705931676755,0.2850153418465998,0.9394182113775738,1e-05
0.5418562279790824,0.49693573588648665,0.40281898042374115,0.3069565824401348,0.9348302877009355,1e-05
0.536061941472208,0.49469283459564817,0.4068492677049538,0.31129471656553565,0.9360843100738154,1e-05
0.5308591154656098,0.48849233605254155,0.4165090421972015,0.319251714562641,0.9345726358333797,1e-05
0.526446111048992,0.48473528041862524,0.4340500624676426,0.3374465862113594,0.9270945219324179,1e-05
0.5215645437998,0.47970514486615473,0.44708065089041354,0.3514044783566744,0.9269435653381566,1e-05
0.5186068770027868,0.47880971231139624,0.43618128382088045,0.3377379198397278,0.9307588570077984,1e-05
0.512450191676985,0.4788503395393491,0.44211680960680494,0.3432839818206275,0.9383893997359124,1e-05
0.5078507167815572,0.47545770462602377,0.46435331239956723,0.37229339611977175,0.9174808042097526,1e-05
0.5067793348958377,0.4735986224304025,0.46479076655371165,0.37526492401039707,0.9214104777340784,1e-05
0.5005993585946091,0.46876832097768784,0.47578465206367937,0.3856470966944156,0.9226082652771673,1e-05
0.4999432171083646,0.4674616319915423,0.48635661359851634,0.3980115091188966,0.9118871704258907,1e-05
0.4914577499087278,0.4642854313581036,0.47017003703910276,0.3752169777653233,0.9304859538017788,1e-05
0.48824051567738963,0.4601961968896481,0.4902150036646882,0.40143397899251004,0.9127889453833732,1e-05
0.48732260495829494,0.4580888583038289,0.4897030599196952,0.4004945473116479,0.9157556848867738,1e-05
0.48231638505668073,0.45185687675928843,0.5071418000942485,0.4169234598366902,0.924723068114686,1e-05
0.4789847460090746,0.448207858340958,0.5377479155889906,0.4711468975338685,0.8811071613998391,1e-05
0.4743179029086317,0.4470026814736999,0.5206392090180018,0.4385591954911211,0.9121489462264911,1e-05
0.4687723668087251,0.4434404472748821,0.5430892256319765,0.4753770756508861,0.8881891696745685,1e-05
0.46654202056903626,0.44430610082613736,0.5379623684871326,0.46283144736075676,0.8953256879938906,1e-05
0.4621101867577938,0.4414791726292326,0.5736195283847726,0.5310743486656209,0.8476528043963952,1e-05
0.46078330786767496,0.44248038784672433,0.5526338541120117,0.4859070287111689,0.8878832219433515,1e-05
0.4556508926290222,0.4399724672906674,0.5377228398514942,0.4532678117932684,0.9171242608012925,1e-05
0.4512207968199651,0.4334612834589699,0.6034332190316085,0.5725696335289392,0.8391046601999304,1e-05
0.4516975148057171,0.43117948388680816,0.6005476424934717,0.5583384804322894,0.8623071941285605,1e-05
0.44700770903429377,0.4264431714366835,0.6017257940547024,0.5552346759390946,0.8677426003116911,1e-05
0.43900856453055065,0.42797951688631797,0.5963446410794322,0.5358372687191596,0.8879736668550118,1e-05
0.44154322195259393,0.42476195602033,0.5992498579719676,0.5411130507266874,0.8803226439458031,1e-05
0.43526216029973497,0.42328309235521233,0.6187340143826472,0.5874104370958491,0.8465341369629191,1e-05
0.4322671435672067,0.42202218575403094,0.630865595973852,0.5954656007102611,0.8528774505384398,1e-05
0.4323170597311593,0.4208463480911003,0.6292308712889052,0.5871830000376522,0.8566166086749482,1e-05
0.42884475582167597,0.4154305516455609,0.6567866412418919,0.6246976815066112,0.8528573637272726,1e-05
0.42145624786283825,0.4139355528884782,0.6404083974711107,0.5934877693283562,0.8662264772461061,1e-05
0.42067042298900476,0.41144980939749914,0.6441251275654367,0.6033442109660807,0.8591180138495997,1e-05
0.4136152715780237,0.4117075450575122,0.6217034732665262,0.5703751889273413,0.8779282022426712,1e-05
0.413861414779102,0.41018183269681263,0.6405493154945834,0.6026742094336804,0.8590263581375751,1e-05
0.4136544457177444,0.40534278066255724,0.6414024189216084,0.5867335650592653,0.8776527689268533,1e-05
0.4090938848087608,0.4032805211161478,0.6523795614301077,0.6212002947008052,0.847118578350213,1e-05
0.40413018386944555,0.40460477500724107,0.6521490241484977,0.6124725604364332,0.8648379642171169,1e-05
