train_loss,val_loss,val_dice,val_precision,val_recall,lr
0.6587070989020076,0.5155087388478793,0.3943934831339486,0.37909854760040007,0.746483989954661,0.0001
0.567151728382817,0.46114281049141514,0.4661684359623363,0.4293490700453675,0.8315219142811202,0.0001
0.5224368383854996,0.4642562705736894,0.39863042259391557,0.31249149092445716,0.9220235011956194,0.0001
0.47367418253863297,0.4200967229329623,0.49107207255163415,0.456743774045695,0.8323239390417737,0.0001
0.44365995607258363,0.40383417102006763,0.5121679123151093,0.5066603880469935,0.7967113221164099,0.0001
0.40371085891017205,0.38196927996782154,0.5801441289023521,0.5900360522520695,0.769531590412966,0.0001
0.3838875019991839,0.35815773331201994,0.5103841002037008,0.44250804486494016,0.8908942640935529,0.0001
0.35988355786712084,0.36141928342672497,0.4923439888600553,0.4170000658825685,0.8942008350451202,0.0001
0.3579229502030361,0.3267279083912189,0.5586850810991209,0.5214143544999305,0.8477475258090056,0.0001
0.3336243994442033,0.3413819441428551,0.582990123284887,0.6503068432777956,0.7386602538136906,0.0001
0.3225614755241959,0.34740466337937576,0.5584180658399287,0.594082661971654,0.7576805143332985,0.0001
0.30145046490210076,0.3141162876899426,0.5381224102688139,0.49321022115310414,0.8544297754989035,0.0001
0.28833372048389766,0.3186789544729086,0.5901767398551139,0.6412208496857175,0.7525909200479967,0.0001
0.2765529093918977,0.3035783286278064,0.61641200155256,0.654432024181148,0.7777004477866815,0.0001
0.2560252757720005,0.294072687625885,0.6153528127079231,0.6458164070663112,0.7895513083063382,0.0001
0.2708041139590887,0.30957985612062305,0.6203026189620278,0.6981748166035161,0.7559027907138169,0.0001
0.2619646711114012,0.29701400720156157,0.6391499198377286,0.6595696159790971,0.7922974871797372,0.0001
0.2584034981550994,0.2739193943830637,0.6390864391365514,0.6337081975133836,0.8308490064217613,0.0001
0.23999738796257677,0.26963091355103713,0.6411588114243,0.6541912274165146,0.8189454256826806,0.0001
0.2379727304717641,0.2913773082769834,0.6312808258333067,0.7158859232074424,0.7391822202310082,0.0001
0.24833184568970293,0.2528420021900764,0.6579334563219345,0.7168712750262812,0.7926692402822774,0.0001
0.22314868105782404,0.3080512904203855,0.6130139449123336,0.6928520508104011,0.7609748612726207,0.0001
0.19787863419379717,0.27098501187104446,0.6610884671800015,0.6887443236058395,0.8012968435941265,0.0001
0.2067262480288376,0.2530171045890221,0.6508799259881568,0.6482347671981908,0.8314847828693094,0.0001
0.20075461128611624,0.29296914430765003,0.6389100446610303,0.6763809269625426,0.7858818168777113,0.0001
0.17513827527010883,0.244192157800381,0.6856801141975161,0.727000590592835,0.7992672395922344,5e-05
0.16112260200359202,0.25851144240452695,0.6686856503895418,0.7244286845622433,0.7858572148799081,5e-05
0.15430990707727127,0.255224170593115,0.6832497546152618,0.7349098244928105,0.7944194503053004,5e-05
0.15329510782971795,0.2697201417042659,0.7145630866500844,0.7951725917861546,0.7678341779383485,5e-05
0.14887612925635443,0.2536567518344292,0.7133557514720517,0.7684678386289409,0.7932759005058067,5e-05
0.13371280520050613,0.2544712951550117,0.7123266716755495,0.7618478589430455,0.7955047511071899,2.5e-05
0.13135775960521934,0.256338316660661,0.7137692665763423,0.7916623256959724,0.771531351517318,2.5e-05
0.1291802058985204,0.24234240788679856,0.7090819434649764,0.7367171052530259,0.8142064366213307,2.5e-05
0.12788468834794597,0.24869135939157927,0.7139017496004963,0.7568303280630374,0.8068723165165457,2.5e-05
0.12895156351136572,0.259755382171044,0.7223691359020462,0.7881883846433527,0.788512344997986,2.5e-05
0.12521352414731626,0.24820470809936523,0.7179007335101494,0.7446475431802912,0.8154485984085295,2.5e-05
0.11280854278140598,0.27089349581645084,0.7103503362515673,0.7890797103619928,0.7693102393469672,2.5e-05
0.11399967170056001,0.2548864506758176,0.7155875413160556,0.7801179685608046,0.7875579716733636,1.25e-05
0.10864313311047025,0.2610147297382355,0.7171567802767791,0.7896220138920301,0.7800158153817359,1.25e-05
0.11293882499506444,0.2688031311218555,0.712986420287747,0.8081730267429229,0.7552452664643009,1.25e-05
0.11324139185893682,0.2506314699466412,0.7013046597307581,0.7467969425692709,0.8000677079379596,1.25e-05
0.10603600092876105,0.26279073036634004,0.7115025132375693,0.7777723210085148,0.7878707482546384,6.25e-06
